id;accident_id;age;sex
1248;2013040155;21;w
1249;2013040155;32;w
1250;2013040156;23;w
1251;2013040157;18;w
1252;2013040159;23;w
1253;2013040159;26;m
1254;2013040160;21;m
1255;2013040161;35;m
1256;2013040162;58;w
1257;2013040163;20;m
1258;2013040164;45;m
1259;2013040164;78;w
1260;2013040165;28;m
1261;2013040166;45;m
1262;2013040167;56;w
1263;2013040168;75;m
1264;2013040169;30;m
1265;2013040169;39;w
1266;2013040171;31;m
1267;2013040172;73;m
1268;2013040173;34;m
1269;2013040173;60;m
1270;2013040174;23;m
1271;2013040175;39;m
1272;2013040176;43;w
1273;2013040177;22;m
1274;2013040177;35;m
1275;2013040178;21;w
1276;2013040179;43;m
1277;2013040180;20;m
1278;2013040181;27;m
1279;2013040182;29;m
1280;2013040183;17;m
1281;2013040183;21;w
1282;2013040184;20;m
1283;2013040184;42;m
1284;2013040185;64;m
1285;2013040185;90;m
1286;2013040186;52;m
1287;2013040187;27;m
1288;2013040189;31;w
1289;2013040189;52;m
1290;2013040190;32;w
1291;2013040190;59;m
1292;2013040191;58;m
1293;2013040192;34;w
1294;2013040193;37;m
1295;2013040194;69;m
1296;2013040195;61;m
1297;2013040196;24;m
1298;2013040196;64;m
1299;2013040196;65;w
1300;2013040197;23;m
1301;2013040198;21;w
1302;2013040198;37;m
1303;2013040199;51;w
1304;2013040200;32;w
1305;2013040200;63;w
1306;2013040201;54;m
1307;2013040202;42;m
1308;2013040202;49;m
1309;2013040203;32;m
1310;2013040203;63;m
1311;2013040204;49;w
1312;2013040205;28;m
1313;2013040205;68;w
1314;2013040206;36;m
1315;2013040207;56;m
1316;2013040208;28;w
1317;2013040208;29;m
1318;2013040209;53;m
1319;2013040210;34;w
1320;2013040211;49;m
1321;2013040212;38;w
1322;2013040214;44;w
1323;2013040216;73;w
1324;2013040217;71;m
1325;2013040217;73;w
1326;2013040218;34;m
1327;2013040218;67;m
1328;2013040219;21;m
1329;2013040220;22;m
1330;2013040220;30;w
1331;2013040221;58;m
1332;2013040222;64;w
1333;2013040223;73;m
1334;2013040224;73;m
1335;2013040225;38;m
1336;2013040226;31;m
1337;2013040226;79;m
1338;2013040227;69;w
1339;2013040228;42;m
1340;2013040229;19;m
1341;2013040229;22;w
1342;2013040229;40;m
1343;2013040230;23;w
1344;2013040231;30;m
1345;2013040232;44;w
1346;2013040232;51;m
1347;2013040233;33;w
1348;2013040234;20;m
1349;2013040235;57;m
1350;2013040236;79;m
1351;2013040237;33;m
1352;2013040238;32;m
1353;2013040239;19;m
1354;2013040239;45;m
1355;2013040239;53;m
1356;2013040240;60;m
1357;2013040241;38;w
1358;2013040242;27;m
1359;2013040242;46;m
1360;2013040243;18;m
1361;2013040243;24;w
1362;2013040244;63;m
1363;2013040245;43;m
1364;2013040245;61;w
1365;2013040246;44;w
1366;2013040247;42;m
1367;2013040248;49;w
1368;2013040248;57;m
1369;2013040248;76;m
1370;2013040250;66;m
1371;2013040251;20;m
1372;2013040251;66;m
1373;2013040251;84;w
1374;2013040252;27;m
1375;2013040253;45;m
1376;2013040253;71;m
1377;2013040254;70;w
1378;2013040255;21;w
1379;2013040255;58;w
1380;2013040256;25;m
1381;2013040257;20;w
1382;2013040257;24;m
1383;2013040258;21;m
1384;2013040258;22;m
1385;2013040259;16;w
1386;2013040259;37;m
1387;2013040260;46;w
1388;2013040261;66;m
1389;2013040262;38;w
1390;2013040262;95;m
1391;2013040263;58;m
1392;2013040264;24;m
1393;2013040264;33;w
1394;2013040264;47;m
1395;2013040264;49;m
1396;2013040264;66;m
1397;2013040265;20;m
1398;2013040265;77;w
1399;2013040266;45;m
1400;2013040266;58;m
1401;2013040267;23;m
1402;2013040268;49;m
1403;2013040269;14;m
1404;2013040270;34;m
1405;2013040271;77;w
1406;2013040272;29;m
1407;2013040273;37;m
1408;2013040274;23;m
1409;2013040274;39;w
1410;2013040275;20;m
1411;2013040276;63;m
1412;2013040277;37;w
1413;2013040278;24;w
1414;2013040278;33;m
1415;2013040279;50;m
1416;2013040279;52;m
1417;2013040280;65;m
1418;2013040280;72;m
1419;2013040281;25;m
1420;2013040282;52;m
1421;2013040282;93;m
1422;2013040283;19;m
1423;2013040283;19;w
1424;2013040284;24;w
1425;2013040285;51;m
1426;2013040286;27;m
1427;2013040286;30;m
1428;2013040287;33;m
1429;2013040288;26;m
1430;2013040288;39;w
1431;2013040289;20;m
1432;2013040290;74;m
1433;2013040290;81;m
1434;2013040291;70;m
1435;2013040293;50;m
1436;2013040293;71;m
1437;2013040294;55;m
1438;2013040295;48;w
1439;2013040295;55;w
1440;2013040296;62;m
1441;2013040297;23;w
1442;2013040298;36;m
1443;2013040298;67;m
1444;2013040299;20;w
1445;2013040300;31;m
1446;2013040301;35;w
1447;2013040301;68;w
1448;2013040302;47;w
1449;2013040303;19;m
1450;2013040303;41;m
1451;2013040304;51;m
1452;2013040305;16;m
1453;2013040306;37;m
1454;2013040306;48;w
1455;2013040307;21;m
1456;2013040308;68;w
1457;2013040308;80;m
1458;2013040309;41;m
1459;2013040310;42;w
1460;2013040311;45;m
1461;2013040312;59;m
1462;2013040312;68;m
1463;2013040313;26;w
1464;2013040314;41;m
1465;2013040315;51;m
1466;2013040315;65;w
1467;2013040316;44;w
1468;2013040317;37;w
1469;2013040317;75;m
1470;2013040318;55;m
1471;2013040319;23;m
1472;2013040320;54;m
1473;2013040321;66;m
1474;2013040322;53;w
1475;2013040322;88;w
1476;2013040323;36;m
1477;2013040324;45;w
1478;2013040325;28;w
1479;2013040326;22;w
1480;2013040326;53;m
1481;2013040327;66;m
1482;2013040328;48;m
1483;2013040328;63;m
1484;2013040329;43;m
1485;2013040330;20;m
1486;2013040331;29;m
1487;2013040332;30;m
1488;2013040333;66;w
1489;2013040334;37;w
1490;2013040335;43;m
1491;2013040336;18;m
1492;2013040336;23;w
1493;2013040337;65;m
1494;2013040338;61;m
1495;2013040338;64;m
1496;2013040339;24;m
1497;2013040339;58;w
1498;2013040340;20;m
1499;2013040341;24;w
1500;2013040342;71;m
1501;2013040343;22;m
1502;2013040343;72;m
1503;2013040344;39;m
1504;2013040344;86;m
1505;2013040345;24;m
1506;2013040346;16;m
1507;2013040347;23;m
1508;2013040348;44;w
1509;2013040349;25;m
1510;2013040349;49;m
1511;2013040350;44;m
1512;2013040350;50;m
1513;2013040351;25;m
1514;2013040352;37;w
1515;2013040353;22;w
1516;2013040354;22;w
1517;2013040354;26;m
1518;2013040355;48;w
1519;2013040356;24;m
1520;2013040358;19;m
1521;2013040359;41;m
1522;2013040360;24;m
1523;2013040361;45;w
1524;2013040362;26;m
1525;2013040363;20;m
1526;2013040363;61;m
1527;2013040364;59;m
1528;2013040365;24;w
1529;2013040365;28;m
1530;2013040365;51;m
1531;2013040367;53;m
1532;2013040368;27;m
1533;2013040368;61;m
1534;2013040369;39;m
1535;2013040370;21;m
1536;2013040370;54;m
1537;2013040372;27;w
1538;2013040372;33;m
1539;2013040372;47;m
1540;2013040372;77;w
1541;2013040373;36;m
1542;2013040374;56;w
1543;2013040375;44;w
1544;2013040376;39;w
1545;2013040377;67;w
1546;2013040378;49;w
1547;2013040379;49;m
1548;2013040379;52;m
1549;2013040380;54;m
1550;2013040381;21;w
1551;2013040381;52;m
1552;2013040382;59;w
1553;2013040383;62;m
1554;2013040384;71;w
1555;2013040385;35;m
1556;2013040385;42;m
1557;2013040386;18;m
1558;2013040387;40;m
1559;2013040388;28;w
1560;2013040390;52;m
1561;2013040390;54;m
1562;2013040391;17;m
1563;2013040391;45;m
1564;2013040392;46;m
1565;2013040392;65;m
1566;2013040393;32;m
1567;2013040394;32;m
1568;2013040394;52;m
1569;2013040395;21;w
1570;2013040395;57;w
1571;2013040397;33;w
1572;2013040398;24;m
1573;2013040398;57;m
1574;2013040398;59;m
1575;2013040399;17;m
1576;2013040400;19;m
1577;2013040401;17;m
1578;2013040401;19;w
1579;2013040402;30;m
1580;2013040404;52;m
1581;2013040404;63;m
1582;2013040405;26;w
1583;2013040405;39;m
1584;2013040406;46;m
1585;2013040406;48;w
1586;2013040407;26;m
1587;2013040408;62;m
1588;2013040409;52;m
1589;2013040409;58;m
1590;2013040410;24;m
1591;2013040413;25;w
1592;2013040414;21;m
1593;2013040416;44;m
1594;2013040416;48;m
1595;2013040417;28;m
1596;2013040419;55;m
1597;2013040420;30;w
1598;2013040422;74;m
1599;2013040423;72;m
1600;2013040424;64;w
1601;2013040425;68;m
1602;2013040426;48;m
1603;2013040427;83;m
1604;2013040428;19;w
1605;2013040428;53;m
1606;2013040429;18;m
1607;2013040430;46;m
1608;2013040430;86;w
1609;2013040431;16;m
1610;2013040432;22;w
1611;2013040432;46;w
1612;2013040433;49;m
1613;2013040434;27;m
1614;2013040434;72;m
1615;2013040435;28;m
1616;2013040435;90;w
1617;2013040436;21;m
1618;2013040437;33;m
1619;2013040437;60;m
1620;2013040438;52;w
1621;2013040438;58;w
1622;2013040439;55;m
1623;2013040440;18;w
1624;2013040440;47;m
1625;2013040441;39;m
1626;2013040442;22;m
1627;2013040443;27;m
1628;2013040444;19;m
1629;2013040444;41;w
1630;2013040444;85;w
1631;2013040445;45;m
1632;2013040446;33;m
1633;2013040447;21;m
1634;2013040448;35;m
1635;2013040448;44;m
1636;2013040449;18;w
1637;2013040451;20;m
1638;2013040451;53;m
1639;2013040452;43;m
1640;2013040452;53;m
1641;2013040453;37;m
1642;2013040454;36;m
1643;2013040456;31;w
1644;2013040457;38;m
1645;2013040457;45;m
1646;2013040458;34;m
1647;2013040459;62;w
1648;2013040460;61;m
1649;2013040461;48;m
1650;2013040462;45;m
1651;2013040463;54;w
1652;2013040464;30;w
1653;2013040464;44;w
1654;2013040465;39;m
1655;2013040465;59;m
1656;2013040466;46;m
1657;2013040467;56;m
1658;2013040467;76;m
1659;2013040468;45;m
1660;2013040468;60;m
1661;2013040469;31;m
1662;2013040469;52;m
1663;2013040470;28;m
1664;2013040470;41;m
1665;2013040471;33;m
1666;2013040472;61;m
1667;2013040472;85;m
1668;2013040473;90;w
1669;2013040474;31;m
1670;2013040475;51;m
1671;2013040476;39;m
1672;2013040476;56;m
1673;2013040477;67;m
1674;2013040478;17;m
1675;2013040479;23;m
1676;2013040480;22;m
1677;2013040481;38;w
1678;2013040482;38;m
1679;2013040482;65;m
1680;2013040483;24;m
1681;2013040483;24;w
1682;2013040486;27;m
1683;2013040487;36;w
1684;2013040487;40;m
1685;2013040488;30;m
1686;2013040490;20;m
1687;2013040491;19;m
1688;2013040491;23;w
1689;2013040494;24;m
1690;2013040494;27;m
1691;2013040494;27;w
1692;2013040494;60;w
1693;2013040495;21;m
1694;2013040496;18;m
1695;2013040496;31;m
1696;2013040496;33;m
1697;2013040496;59;w
1698;2013040497;38;m
1699;2013040497;46;m
1700;2013040498;26;w
1701;2013040498;27;m
1702;2013040499;21;m
1703;2013040500;34;m
1704;2013040500;55;m
1705;2013040501;20;m
1706;2013040501;45;m
1707;2013040501;57;m
1708;2013040502;23;m
1709;2013040503;16;w
1710;2013040503;63;m
1711;2013040504;64;m
1712;2013040505;18;m
1713;2013040505;70;m
1714;2013040506;27;m
1715;2013040506;47;m
1716;2013040506;56;w
1717;2013040506;56;m
1718;2013040506;69;m
1719;2013040507;53;m
1720;2013040507;59;m
1721;2013040508;29;m
1722;2013040508;33;w
1723;2013040509;24;m
1724;2013040510;53;m
1725;2013040511;18;m
1726;2013040511;53;m
1727;2013040511;70;m
1728;2013040513;51;m
1729;2013040516;40;m
1730;2013040516;52;m
1731;2013040518;26;m
1732;2013040518;45;w
1733;2013040518;53;m
1734;2013040519;41;w
1735;2013040520;17;m
1736;2013040520;32;w
1737;2013040521;22;m
1738;2013040522;48;w
1739;2013040523;32;m
1740;2013040523;48;m
1741;2013040524;18;w
1742;2013040524;60;w
1743;2013040525;24;m
1744;2013040525;43;m
1745;2013040525;48;m
1746;2013040526;76;m
1747;2013040527;21;m
1748;2013040528;42;m
1749;2013040528;59;m
1750;2013040529;61;m
1751;2013040529;73;m
1752;2013040530;57;m
1753;2013040531;34;m
1754;2013040532;25;m
1755;2013040533;31;w
1756;2013040534;28;m
1757;2013040535;36;m
1758;2013040536;23;m
1759;2013040538;63;w
1760;2013040539;26;m
1761;2013040540;53;m
1762;2013040540;60;m
1763;2013040541;33;m
1764;2013040541;62;m
1765;2013040542;28;w
1766;2013040543;28;w
1767;2013040544;20;m
1768;2013040544;29;m
1769;2013040544;66;m
1770;2013040545;58;m
1771;2013040546;26;w
1772;2013040546;52;m
1773;2013040547;33;w
1774;2013040548;37;m
1775;2013040548;58;m
1776;2013040548;74;m
1777;2013040549;31;w
1778;2013040550;69;m
1779;2013040551;26;w
1780;2013040551;44;m
1781;2013040552;34;w
1782;2013040552;66;m
1783;2013040553;44;m
1784;2013040554;33;m
1785;2013040555;16;m
1786;2013040555;30;m
1787;2013040556;15;m
1788;2013040556;42;m
1789;2013040558;14;m
1790;2013040559;23;m
1791;2013040559;33;m
1792;2013040560;39;m
1793;2013040561;36;w
1794;2013040562;16;w
1795;2013040563;17;m
1796;2013040563;47;m
1797;2013040564;35;m
1798;2013040565;48;m
1799;2013040566;32;m
1800;2013040566;41;m
1801;2013040566;45;w
1802;2013040567;23;m
1803;2013040567;69;w
1804;2013040567;81;m
1805;2013040568;25;m
1806;2013040569;47;m
1807;2013040569;57;w
1808;2013040570;42;w
1809;2013040570;52;m
1810;2013040572;28;m
1811;2013040572;35;w
1812;2013040573;38;m
1813;2013040574;20;m
1814;2013040575;26;m
1815;2013040576;54;w
1816;2013040577;52;m
1817;2013040578;27;m
1818;2013040578;44;w
1819;2013040579;20;w
1820;2013040579;24;m
1821;2013040580;26;m
1822;2013040580;28;m
1823;2013040580;29;w
1824;2013040581;43;m
1825;2013040581;85;m
1826;2013040582;53;m
1827;2013040583;63;m
1828;2013040584;17;m
1829;2013040584;50;m
1830;2013040585;16;w
1831;2013040585;56;m
1832;2013040586;18;m
1833;2013040587;20;m
1834;2013040588;44;m
1835;2013040589;60;m
1836;2013040590;27;m
1837;2013040590;55;m
1838;2013040591;44;w
1839;2013040592;65;m
1840;2013040593;44;m
1841;2013040593;47;w
1842;2013040594;36;w
1843;2013040594;71;w
1844;2013040595;59;m
1845;2013040596;32;m
1846;2013040597;74;m
1847;2013040598;32;m
1848;2013040598;65;m
1849;2013040599;19;w
1850;2013040599;19;m
1851;2013040600;39;m
1852;2013040601;33;m
1853;2013040602;32;m
1854;2013040603;62;w
1855;2013040604;32;m
1856;2013040604;52;w
1857;2013040605;23;m
1858;2013040605;53;m
1859;2013040606;62;m
1860;2013040607;45;w
1861;2013040608;21;m
1862;2013040609;27;m
1863;2013040610;23;m
1864;2013040610;46;m
1865;2013040611;17;m
1866;2013040613;56;m
1867;2013040614;53;m
1868;2013040614;68;w
1869;2013040615;30;w
1870;2013040615;31;m
1871;2013040616;22;w
1872;2013040617;27;m
1873;2013040617;28;m
1874;2013040618;23;m
1875;2013040618;36;m
1876;2013040618;36;m
1877;2013040618;66;m
1878;2013040619;31;m
1879;2013040620;17;m
1880;2013040621;22;w
1881;2013040622;23;m
1882;2013040624;18;m
1883;2013040625;60;w
1884;2013040626;56;w
1885;2013040627;42;w
1886;2013040628;30;m
1887;2013040628;35;m
1888;2013040629;26;m
1889;2013040630;55;w
1890;2013040631;41;m
1891;2013040631;51;m
1892;2013040632;49;m
1893;2013040633;52;m
1894;2013040634;19;m
1895;2013040634;43;m
1896;2013040635;29;m
1897;2013040636;17;m
1898;2013040636;68;m
1899;2013040637;57;w
1900;2013040638;27;m
1901;2013040639;24;w
1902;2013040639;35;w
1903;2013040640;69;m
1904;2013040641;21;m
1905;2013040641;26;m
1906;2013040641;55;w
1907;2013040642;31;m
1908;2013040642;65;m
1909;2013040643;66;w
1910;2013040644;36;m
1911;2013040645;61;m
1912;2013040645;61;m
1913;2013040646;38;m
1914;2013040646;42;w
1915;2013040647;22;m
1916;2013040647;28;m
1917;2013040647;35;w
1918;2013040647;54;m
1919;2013040648;48;m
1920;2013040649;71;m
1921;2013040650;67;m
1922;2013040650;83;w
1923;2013040651;53;m
1924;2013040652;33;m
1925;2013040652;42;m
1926;2013040653;79;w
1927;2013040654;50;m
1928;2013040654;59;m
1929;2013040656;25;w
1930;2013040656;51;m
1931;2013040656;77;m
1932;2013040657;21;m
1933;2013040657;78;w
1934;2013040658;17;m
1935;2013040658;31;w
1936;2013040658;51;m
1937;2013040659;23;w
1938;2013040659;63;w
1939;2013040660;20;m
1940;2013040661;27;m
1941;2013040662;19;w
1942;2013040662;68;w
1943;2013040663;51;w
1944;2013040664;24;w
1945;2013040664;38;w
1946;2013040664;43;m
1947;2013040664;49;m
1948;2013040665;22;m
1949;2013040666;27;m
1950;2013040666;34;w
1951;2013040667;26;m
1952;2013040668;27;w
1953;2013040669;26;m
1954;2013040670;21;m
1955;2013040671;19;m
1956;2013040672;19;m
1957;2013040672;31;m
1958;2013040675;22;m
1959;2013040676;29;m
1960;2013040678;30;w
1961;2013040678;37;m
1962;2013040679;19;m
1963;2013040680;57;m
1964;2013040681;17;m
1965;2013040681;37;m
1966;2013040681;43;w
1967;2013040681;66;w
1968;2013040682;31;m
1969;2013040683;50;w
1970;2013040683;74;m
1971;2013040685;25;w
1972;2013040685;40;m
1973;2013040686;55;w
1974;2013040688;18;m
1975;2013040688;55;w
1976;2013040689;57;m
1977;2013040690;58;m
1978;2013040690;67;w
1979;2013040692;14;m
1980;2013040693;20;m
1981;2013040693;26;m
1982;2013040694;44;m
1983;2013040694;45;m
1984;2013040695;79;m
1985;2013040696;81;w
1986;2013040697;41;m
1987;2013040698;61;m
1988;2013040699;27;m
1989;2013040699;34;m
1990;2013040699;34;m
1991;2013040700;47;m
1992;2013040700;56;m
1993;2013040701;53;m
1994;2013040702;51;m
1995;2013040703;46;m
1996;2013040704;69;w
1997;2013040705;50;m
1998;2013040706;59;m
1999;2013040707;20;m
2000;2013040707;25;m
2001;2013040708;20;m
2002;2013040708;68;m
2003;2013040709;61;m
2004;2013040710;75;m
2005;2013040712;26;m
2006;2013040713;20;m
2007;2013040714;17;w
2008;2013040714;21;m
2009;2013040715;48;w
2010;2013040716;41;w
2011;2013040716;70;m
2012;2013040717;22;m
2013;2013040717;26;m
2014;2013040717;38;w
2015;2013040717;47;m
2016;2013040718;39;m
2017;2013040719;33;m
2018;2013040720;67;m
2019;2013040721;65;m
2020;2013040722;30;m
2021;2013040722;74;m
2022;2013040723;19;m
2023;2013040724;38;m
2024;2013040725;69;m
2025;2013040726;26;m
2026;2013040726;63;m
2027;2013040727;17;w
2028;2013040728;19;m
2029;2013040728;62;w
2030;2013040729;66;m
2031;2013040730;52;w
2032;2013040730;53;w
2033;2013040730;80;w
2034;2013040731;51;m
2035;2013040732;55;w
2036;2013040733;42;m
2037;2013040733;89;m
2038;2013040735;48;m
2039;2013040735;68;w
2040;2013040737;29;m
2041;2013040737;49;m
2042;2013040738;77;m
2043;2013040739;77;w
2044;2013040740;43;m
2045;2013040740;49;m
2046;2013040740;51;w
2047;2013040740;61;m
2048;2013040741;38;w
2049;2013040741;52;m
2050;2013040741;56;m
2051;2013040742;31;m
2052;2013040743;24;m
2053;2013040743;29;m
2054;2013040743;31;m
2055;2013040743;37;w
2056;2013040743;39;m
2057;2013040743;39;m
2058;2013040743;39;m
2059;2013040743;39;m
2060;2013040743;44;m
2061;2013040743;46;m
2062;2013040743;49;m
2063;2013040743;51;m
2064;2013040743;55;m
2065;2013040743;65;m
2066;2013040743;66;m
2067;2013040743;76;m
2068;2013040743;81;m
2069;2013040744;53;w
2070;2013040744;56;m
2071;2013040746;84;w
2072;2013040747;25;w
2073;2013040748;34;m
2074;2013040748;40;m
2075;2013040749;34;m
2076;2013040749;38;m
2077;2013040750;21;m
2078;2013040750;24;m
2079;2013040750;35;m
2080;2013040750;43;w
2081;2013040750;53;m
2082;2013040751;20;w
2083;2013040752;46;m
2084;2013040753;68;m
2085;2013040754;35;m
2086;2013040754;65;m
2087;2013040755;36;w
2088;2013040756;22;w
2089;2013040756;41;w
2090;2013040756;50;m
2091;2013040757;19;m
2092;2013040757;21;m
2093;2013040758;26;w
2094;2013040759;25;w
2095;2013040759;32;m
2096;2013040759;42;m
2097;2013040760;62;m
2098;2013040763;50;m
2099;2013040764;61;m
2100;2013040764;88;m
2101;2013040765;43;m
2102;2013040766;18;w
2103;2013040767;36;m
2104;2013040767;54;m
2105;2013040768;72;w
2106;2013040768;77;m
2107;2013040769;19;m
2108;2013040770;59;m
2109;2013040771;34;m
2110;2013040771;52;m
2111;2013040771;52;w
2112;2013040773;62;w
2113;2013040773;71;w
2114;2013040774;51;m
2115;2013040775;26;m
2116;2013040777;62;w
2117;2013040777;66;w
2118;2013040778;70;m
2119;2013040780;28;w
2120;2013040781;84;m
2121;2013040782;26;m
2122;2013040785;83;m
2123;2013040786;17;w
2124;2013040786;25;m
2125;2013040787;65;w
2126;2013040788;31;m
2127;2013040788;33;w
2128;2013040788;49;w
2129;2013040789;31;m
2130;2013040790;41;m
2131;2013040790;63;m
2132;2013040791;35;m
2133;2013040792;27;m
2134;2013040794;19;m
2135;2013040795;26;m
2136;2013040795;70;w
2137;2013040797;32;m
2138;2013040800;18;m
2139;2013040801;34;m
2140;2013040802;35;m
2141;2013040804;57;m
2142;2013040804;85;m
2143;2013040807;26;m
2144;2013040807;52;m
2145;2013040808;32;w
2146;2013040810;66;m
2147;2013040812;25;m
2148;2013040813;24;w
2149;2013040813;28;m
2150;2014040001;25;w
2151;2014040001;41;m
2152;2014040002;38;m
2153;2014040003;29;m
2154;2014040004;55;m
2155;2014040004;74;m
2156;2014040005;28;m
2157;2014040006;30;m
2158;2014040006;71;w
2159;2014040007;56;m
2160;2014040007;59;m
2161;2014040008;20;m
2162;2014040009;56;w
2163;2014040010;23;m
2164;2014040010;35;m
2165;2014040010;43;m
2166;2014040011;43;w
2167;2014040012;73;m
2168;2014040013;31;m
2169;2014040014;50;m
2170;2014040014;65;m
2171;2014040015;50;w
2172;2014040016;39;m
2173;2014040016;59;w
2174;2014040016;61;m
2175;2014040017;65;w
2176;2014040018;54;m
2177;2014040019;52;m
2178;2014040020;57;w
2179;2014040021;20;w
2180;2014040022;66;m
2181;2014040022;79;m
2182;2014040023;19;m
2183;2014040023;35;m
2184;2014040024;23;m
2185;2014040025;40;m
2186;2014040025;57;m
2187;2014040026;26;m
2188;2014040027;16;w
2189;2014040028;39;m
2190;2014040028;51;m
2191;2014040029;48;m
2192;2014040030;18;m
2193;2014040030;28;m
2194;2014040032;33;m
2195;2014040033;23;m
2196;2014040034;35;m
2197;2014040034;62;w
2198;2014040035;70;m
2199;2014040035;80;w
2200;2014040036;21;m
2201;2014040037;30;m
2202;2014040038;23;m
2203;2014040039;30;m
2204;2014040040;35;w
2205;2014040040;70;m
2206;2014040041;58;m
2207;2014040042;24;m
2208;2014040043;58;m
2209;2014040044;65;m
2210;2014040044;83;w
2211;2014040045;58;m
2212;2014040046;39;m
2213;2014040046;52;w
2214;2014040047;49;m
2215;2014040047;74;w
2216;2014040048;50;m
2217;2014040048;57;m
2218;2014040049;27;m
2219;2014040049;29;m
2220;2014040049;45;m
2221;2014040049;47;w
2222;2014040050;29;w
2223;2014040050;34;m
2224;2014040051;38;m
2225;2014040052;41;m
2226;2014040052;54;m
2227;2014040054;50;m
2228;2014040055;47;w
2229;2014040055;58;w
2230;2014040055;95;m
2231;2014040056;26;w
2232;2014040057;55;m
2233;2014040058;81;m
2234;2014040059;56;m
2235;2014040060;31;m
2236;2014040060;53;m
2237;2014040061;20;w
2238;2014040061;69;w
2239;2014040062;24;m
2240;2014040062;53;m
2241;2014040063;21;m
2242;2014040065;23;m
2243;2014040065;52;m
2244;2014040065;93;m
2245;2014040067;21;w
2246;2014040068;52;w
2247;2014040069;60;m
2248;2014040070;26;m
2249;2014040070;47;m
2250;2014040071;22;w
2251;2014040072;25;m
2252;2014040072;66;m
2253;2014040073;24;m
2254;2014040074;18;w
2255;2014040074;65;m
2256;2014040075;22;m
2257;2014040076;32;m
2258;2014040076;47;w
2259;2014040077;49;m
2260;2014040078;39;m
2261;2014040079;63;m
2262;2014040080;33;w
2263;2014040081;42;w
2264;2014040081;46;w
2265;2014040081;52;m
2266;2014040081;62;m
2267;2014040082;47;m
2268;2014040082;47;m
2269;2014040083;32;w
2270;2014040084;37;w
2271;2014040085;40;m
2272;2014040085;82;m
2273;2014040086;64;m
2274;2014040087;16;m
2275;2014040087;50;m
2276;2014040089;53;m
2277;2014040090;48;m
2278;2014040091;20;w
2279;2014040091;54;m
2280;2014040092;23;w
2281;2014040093;62;m
2282;2014040093;65;m
2283;2014040094;19;m
2284;2014040094;26;m
2285;2014040095;35;m
2286;2014040096;64;m
2287;2014040097;21;m
2288;2014040097;58;m
2289;2014040098;34;w
2290;2014040098;55;m
2291;2014040099;32;m
2292;2014040099;56;m
2293;2014040100;30;m
2294;2014040101;72;m
2295;2014040102;15;m
2296;2014040102;22;m
2297;2014040103;19;m
2298;2014040104;40;m
2299;2014040105;56;w
2300;2014040106;42;m
2301;2014040107;65;m
2302;2014040108;53;m
2303;2014040110;23;w
2304;2014040111;34;m
2305;2014040112;27;m
2306;2014040113;50;w
2307;2014040114;60;m
2308;2014040115;67;m
2309;2014040116;23;m
2310;2014040116;60;w
2311;2014040117;53;w
2312;2014040119;48;m
2313;2014040121;22;w
2314;2014040121;23;w
2315;2014040121;50;m
2316;2014040122;34;m
2317;2014040122;43;w
2318;2014040123;33;m
2319;2014040123;52;w
2320;2014040123;58;m
2321;2014040124;50;m
2322;2014040124;50;m
2323;2014040125;46;w
2324;2014040126;80;w
2325;2014040127;61;m
2326;2014040128;20;m
2327;2014040128;27;m
2328;2014040129;45;m
2329;2014040130;53;m
2330;2014040131;54;m
2331;2014040132;60;m
2332;2014040132;65;m
2333;2014040132;71;m
2334;2014040133;50;m
2335;2014040134;78;m
2336;2014040135;33;w
2337;2014040135;53;m
2338;2014040136;42;m
2339;2014040137;18;m
2340;2014040137;36;w
2341;2014040138;46;m
2342;2014040138;86;w
2343;2014040139;56;m
2344;2014040139;76;w
2345;2014040140;39;m
2346;2014040141;17;m
2347;2014040142;49;m
2348;2014040143;37;w
2349;2014040143;47;m
2350;2014040144;22;m
2351;2014040144;36;m
2352;2014040145;44;m
2353;2014040146;45;w
2354;2014040146;51;m
2355;2014040147;26;w
2356;2014040148;27;w
2357;2014040148;61;m
2358;2014040148;64;m
2359;2014040149;34;w
2360;2014040149;44;w
2361;2014040150;26;m
2362;2014040151;82;m
2363;2014040152;32;m
2364;2014040153;26;m
2365;2014040153;40;m
2366;2014040154;36;w
2367;2014040155;70;w
2368;2014040156;58;w
2369;2014040157;47;m
2370;2014040157;58;m
2371;2014040157;64;m
2372;2014040158;18;m
2373;2014040158;19;m
2374;2014040159;25;m
2375;2014040159;42;m
2376;2014040162;65;m
2377;2014040163;14;m
2378;2014040164;61;w
2379;2014040164;65;m
2380;2014040165;61;w
2381;2014040166;65;m
2382;2014040167;76;w
2383;2014040168;69;w
2384;2014040168;79;w
2385;2014040169;21;m
2386;2014040170;23;m
2387;2014040171;36;m
2388;2014040173;41;w
2389;2014040174;19;m
2390;2014040175;32;m
2391;2014040175;33;w
2392;2014040175;57;w
2393;2014040176;17;m
2394;2014040176;27;m
2395;2014040176;57;w
2396;2014040177;56;w
2397;2014040177;80;m
2398;2014040177;84;w
2399;2014040178;22;m
2400;2014040178;25;m
2401;2014040179;34;w
2402;2014040179;45;m
2403;2014040180;20;w
2404;2014040181;24;m
2405;2014040181;41;m
2406;2014040182;31;w
2407;2014040182;81;w
2408;2014040183;28;w
2409;2014040183;42;w
2410;2014040183;64;m
2411;2014040184;22;m
2412;2014040185;31;w
